        f_mass4l     f_D_bkg_kin         f_pfmet         target
     -1.1776e+00     -1.2717e+00     -6.4182e-01               0
      6.4765e-01     -1.6634e+00     -6.5744e-01               0
      2.1866e+00     -1.9374e-01     -5.6594e-01               0
      4.9775e-01      1.2443e+00     -2.8211e-01               1
     -1.0912e+00     -1.4863e+00     -6.6621e-01               0
     -1.4124e+00      6.1966e-01     -5.3607e-01               0
      1.6298e-01     -3.4530e-01     -6.2972e-01               1
      1.9296e-01      1.1901e+00      4.3526e-02               1
     -1.4055e+00      1.0396e+00     -6.1822e-01               0
     -1.3815e+00      1.6430e+00     -6.5804e-01               0
      2.5792e-01      1.7627e+00     -4.4850e-01               1
      3.9782e-01      8.6896e-01      1.5138e+00               1
     -1.3575e+00     -5.7334e-01     -6.1227e-01               0
     -7.1859e-02     -2.4189e-01     -6.1615e-01               0
     -8.5982e-01      4.8439e-01     -6.0374e-01               0
     -6.1866e-02      1.6958e-01      2.3638e+00               1
      2.2366e+00     -1.6575e+00     -6.0878e-01               0
      3.6284e-01      1.2429e+00     -5.2806e-01               1
      3.9782e-01     -6.7285e-01      3.5726e-01               1
      3.4286e-01      1.5418e+00     -5.0779e-01               1
      4.8776e-01     -6.9442e-02     -2.7180e-01               1
      4.2280e-01      1.1501e+00     -2.3213e-01               1
     -1.2595e+00     -6.3319e-01     -6.1814e-01               0
      4.9276e-01     -7.9998e-01      4.8384e+00               1
      4.3779e-01      1.2875e+00      1.5458e-01               1
     -1.3681e-01     -9.6110e-01     -5.7094e-01               0
     -9.0079e-01      1.0267e-03      2.5582e+00               1
      3.9782e-01      6.9725e-02     -6.5820e-01               0
      1.4971e+00     -1.4269e+00     -6.7086e-01               0
      4.9276e-01      6.8730e-01     -1.3298e-01               1
     -1.2770e+00     -1.4457e+00     -5.1434e-01               0
      3.1288e-01      1.0195e+00     -7.4274e-02               1
      3.0788e-01     -4.3099e-01      4.5906e-02               1
      4.0282e-01      4.0011e-01      1.0897e-01               1
      4.1781e-01      5.6159e-01     -6.2186e-01               1
      3.9282e-01      1.2447e+00      2.5768e+00               1
      4.0781e-01      1.4798e-01     -2.9956e-01               1
      1.4799e-01      1.3523e+00      2.7516e-01               1
      8.0863e-03     -1.2150e+00     -6.4193e-01               0
      3.2287e-01      1.0411e+00      2.5419e+00               1
      9.9741e-01     -1.0418e+00     -5.7209e-01               0
      4.3779e-01     -5.3153e-02     -1.6828e-01               1
      4.5278e-01      6.5932e-01      1.1279e+00               1
      2.3465e+00      1.2036e-01     -5.4932e-01               0
      3.7284e-01      5.1697e-01      1.9901e-01               1
     -1.2391e+00     -1.2734e+00     -5.7070e-01               0
      1.8080e-02     -1.3410e+00     -6.2099e-01               0
      4.7777e-01     -2.5429e-01      1.6816e+00               1
     -1.2371e+00     -6.2505e-01     -5.9854e-01               0
      4.4279e-01     -7.9537e-01     -5.3649e-02               1
      5.6271e-01      1.0481e+00     -7.3877e-02               1
      1.0174e+00      9.1181e-01     -6.0941e-01               0
      3.5285e-01      5.8815e-01      2.3801e+00               1
      3.8783e-01      1.1671e+00     -4.7277e-01               1
      2.5014e+00     -1.5790e+00     -6.6427e-01               0
      4.1781e-01      1.6951e+00      7.3274e-02               1
     -1.3035e+00     -6.8985e-01     -6.7376e-01               0
     -1.1856e+00      9.6528e-01     -6.5173e-01               0
     -1.3540e+00      1.5389e+00     -5.9156e-01               0
      4.5778e-01      1.5205e+00      9.9848e-02               1
      5.2773e-01      4.0687e-02     -4.7289e-01               0
      1.6969e+00     -8.0954e-01     -5.5301e-01               0
      2.3293e-01     -2.1109e-01     -1.3139e-01               1
     -1.2021e+00     -1.0089e+00     -6.4126e-01               0
      4.5278e-01     -1.5478e-01      6.3358e-02               1
     -8.4483e-01     -1.4326e+00     -6.0267e-01               0
      4.5778e-01      4.2525e-01     -5.7010e-01               0
      3.0289e-01     -7.4544e-01     -5.7615e-02               1
      3.5785e-01      8.1230e-01     -5.4087e-01               1
      3.8783e-01      9.4899e-01     -4.7321e-01               1
     -1.8471e+00     -8.7576e-01      1.6614e+00               1
     -1.1496e+00     -1.1966e+00     -6.7119e-01               0
     -1.3400e+00     -6.7214e-01     -6.6215e-01               0
      4.6777e-01     -5.2412e-01     -3.1832e-01               1
     -1.1676e+00      8.7958e-01     -6.5824e-01               0
     -1.1831e+00     -1.3081e+00     -5.8236e-01               0
      4.5778e-01     -3.5096e-01      2.7397e-01               1
      5.2274e-01     -6.7993e-01      1.3951e-01               1
     -9.9323e-01     -1.3393e+00     -6.8654e-01               0
      3.8283e-01      1.5216e+00     -2.9678e-01               1
      5.8269e-01     -1.1410e+00     -6.6683e-01               0
      3.7783e-01      1.3899e+00     -4.3291e-01               1
      4.9276e-01     -1.1799e+00      2.0592e+00               1
      5.1774e-01     -4.6428e-01     -6.5847e-01               0
      5.2274e-01     -6.9796e-02     -2.6664e-01               1
      4.9775e-01     -1.0542e+00     -2.5910e-01               1
      3.9282e-01      6.5259e-01      1.8280e+00               1
      1.4221e+00     -1.2362e+00     -4.6147e-01               0
     -1.2655e+00     -1.2748e+00     -5.0224e-01               0
     -1.4654e+00     -1.6131e+00     -6.1346e-01               0
     -9.6875e-01     -1.6144e+00     -5.7534e-01               0
      4.3779e-01     -1.3381e+00      6.0582e-02               1
      4.4779e-01      7.0677e-01     -2.5712e-01               1
      4.0282e-01      1.4196e-01      2.5344e+00               1
      5.2773e-01     -1.4812e+00     -1.6510e-01               1
     -1.5064e+00      5.0564e-01     -5.7455e-01               0
      2.8290e-01      6.1683e-01     -6.3634e-01               1
      1.4921e+00     -8.3539e-01     -5.6832e-01               0
     -1.3590e+00     -3.5946e-01     -6.7010e-01               0
      4.5278e-01      1.2914e+00     -6.2893e-01               0
      4.9775e-01     -1.1945e+00     -6.1730e-01               0
      1.8297e-01      1.4256e+00     -6.9514e-02               1
      4.3280e-01      1.1997e+00      7.7637e-02               1
      2.2794e-01      7.2625e-01      2.5733e+00               1
     -1.3590e+00     -1.3120e+00     -5.7705e-01               0
      5.2773e-01     -3.8850e-01      1.9351e+00               1
      4.5278e-01      4.0330e-01     -3.3550e-01               1
     -1.3545e+00     -1.0273e-01     -6.8612e-01               0
      3.6784e-01     -1.2075e-02      1.3158e-01               1
      4.3280e-01      5.6977e-02     -3.7044e-01               1
     -1.9178e-01     -9.8518e-01      3.3109e-01               1
     -1.3380e+00      1.6526e+00     -6.7907e-01               0
      3.9782e-01     -3.9168e-01      5.2385e-01               1
      4.4779e-01     -3.0135e-02     -1.3298e-01               1
     -1.2581e+00      9.6528e-01     -6.8515e-01               0
      2.2616e+00     -1.6417e+00     -6.7438e-01               0
     -1.2426e+00     -1.5525e+00     -6.3361e-01               0
      2.3793e-01      1.2305e+00     -5.3726e-01               0
     -1.4124e+00     -7.6882e-01     -6.4392e-01               0
      6.7263e-01     -1.0542e+00     -6.3480e-01               0
      4.2780e-01      1.1353e+00     -2.6307e-01               1
      4.4279e-01      6.0872e-02     -6.7057e-01               0
     -1.0612e+00     -1.6270e+00     -5.5654e-01               0
     -1.2900e+00     -1.0131e-01     -6.1921e-01               0
      5.5771e-01     -2.2242e-01     -6.4852e-01               0
     -1.8267e+00      3.4275e-01     -6.4566e-01               0
      4.0282e-01     -1.2504e+00      8.2396e-02               1
      7.1261e-01     -9.7137e-01     -8.8292e-03               1
      3.7284e-01     -1.4593e-01      3.0253e-01               1
      5.4772e-01      7.9955e-01      2.5066e+00               1
      5.4772e-01     -7.7767e-01      2.4186e+00               1
     -1.3025e+00     -8.2760e-01     -6.6797e-01               0
     -1.3140e+00     -1.3702e+00     -5.3290e-01               0
     -1.3495e+00      1.2610e+00     -6.5233e-01               0
     -1.6368e+00      3.1126e-02     -6.3606e-01               0
     -1.2271e+00     -1.4917e+00     -6.4844e-01               0
     -1.3415e+00     -1.2260e+00     -6.4535e-01               0
      8.1753e-01      6.9509e-01     -6.1120e-01               0
     -8.1635e-01     -1.3057e+00     -6.3384e-01               0
      2.1316e+00      1.2139e+00     -6.2198e-01               0
      4.7277e-01      4.0542e-01     -5.7280e-01               1
     -1.9151e+00      8.4771e-01     -6.2968e-01               0
      2.7291e-01      1.8269e-01      1.0209e-02               1
      2.1416e+00     -8.0316e-01     -5.8026e-01               0
      4.9775e-01      1.5496e+00     -6.1306e-01               1
      3.4785e-01      6.1329e-01     -1.1433e-01               1
      4.0282e-01      4.0967e-01      8.8359e-01               1
      4.8776e-01      1.2603e+00     -4.9946e-01               1
      1.8796e-01      1.0318e+00     -3.9261e-01               1
     -1.0692e+00     -2.1215e-01     -6.0790e-01               0
     -1.2590e+00     -1.3941e+00     -6.2567e-01               0
      2.8790e-01      1.4681e+00     -6.5871e-01               1
      3.0289e-01      3.9976e-01     -4.0039e-01               1
      4.2280e-01      2.2589e-01      2.8904e-01               1
      4.2280e-01      5.6300e-01      7.8827e-02               1
      5.3773e-01      7.7689e-01     -4.6113e-02               1
     -1.2795e+00     -1.3308e+00     -5.4690e-01               0
      3.3286e-01      8.4807e-01      3.2421e-02               1
      4.6278e-01      6.9013e-01      1.8142e-02               1
     -1.5928e+00      7.1279e-01      1.7498e+00               1
      4.5778e-01      1.7868e+00      3.7577e-02               1
     -1.0402e+00     -6.9693e-01      2.4150e+00               1
     -7.6139e-01      1.2922e-01     -6.1167e-01               0
      5.7270e-01     -1.2702e+00     -2.5752e-01               1
      4.0781e-01      4.8832e-02      2.1746e+00               1
     -1.2890e+00     -1.4841e+00     -5.7859e-01               0
      4.0282e-01      1.5637e+00     -6.0049e-01               1
      4.0781e-01     -7.9821e-01      3.2511e+00               1
      3.2287e-01      2.4147e-01     -5.8581e-01               0
      3.0289e-01      1.6388e+00     -3.8325e-01               1
      4.0781e-01     -1.0192e+00      8.0017e-02               1
      4.5278e-01      3.3141e-01      1.4268e-01               1
      1.5798e-01      9.7448e-01     -3.7778e-01               1
     -1.0487e+00      3.6116e-01      2.5193e+00               1
     -1.3560e+00      1.6271e+00     -5.6304e-01               0
      4.3779e-01     -1.7957e-01      2.4463e+00               1
      1.5021e+00      3.8772e-01     -5.5115e-01               0
      3.0788e-01      2.7971e-01     -3.7246e-01               1
     -1.3260e+00     -5.5139e-01     -6.5920e-01               0
      1.5720e+00     -1.1066e+00     -6.2567e-01               0
      3.4785e-01     -8.0564e-01     -2.8797e-03               1
     -4.8158e-01      4.4261e-01      2.4202e+00               1
     -2.0305e+00     -1.5258e+00     -6.4967e-01               0
     -9.9973e-01      4.9572e-01     -5.4440e-01               0
      5.9768e-01     -1.0733e-01     -5.4516e-01               1
      8.0754e-01     -1.0822e+00     -6.7496e-01               0
     -5.9150e-01     -6.6577e-01     -5.7867e-01               0
      4.8776e-01     -1.4560e+00      2.1051e-01               1
      3.7783e-01     -1.2986e+00     -2.5910e-01               1
      3.9782e-01      2.5174e-01     -1.1354e-01               1
     -9.6525e-01     -7.3057e-01     -6.2936e-01               0
     -6.6146e-01      3.5195e-01     -6.7708e-01               0
      2.2794e-01      2.0216e-01     -5.5709e-01               1
      4.0781e-01      1.6349e+00     -2.4562e-01               1
      9.9242e-01     -1.4949e+00     -6.3487e-01               0
      4.1781e-01      1.6834e+00      1.1172e+00               1
     -1.3110e+00     -1.8804e-02     -4.8491e-01               0
      8.0254e-01     -7.8227e-01     -6.6259e-01               0
      1.1301e-01      1.3413e+00     -3.8289e-01               1
      1.6720e+00      4.2207e-01     -5.8510e-01               0
     -1.1581e+00     -1.3070e-01     -5.3548e-01               0
      4.0781e-01      1.0566e+00     -6.1020e-01               0
      4.4279e-01      3.8596e-03     -2.8727e-01               1
      4.3779e-01      1.2004e+00     -1.8348e-02               1
     -7.1142e-01      1.3070e+00     -6.2000e-01               0
      2.5713e+00     -3.7362e-01     -5.3008e-01               0
