        f_mass4l     f_D_bkg_kin         target
      2.1112e-01      1.5033e+00               1
      2.8434e-01     -3.4195e-01               1
     -3.2580e-01      1.1485e+00               1
      2.8434e-01      8.0422e-01               1
     -2.3794e-01     -1.5562e+00               0
      4.5030e-01      1.4917e+00               1
      4.7470e-01      1.5636e+00               1
     -1.3069e+00     -9.9083e-01               0
      2.3344e+00     -1.5829e+00               0
      2.5993e-01     -9.8487e-01               1
     -1.2215e+00     -3.0475e-01               0
     -1.2742e+00     -1.5159e+00               0
      3.9661e-01      9.7653e-01               1
     -1.2996e+00     -1.1652e+00               0
     -7.9927e-01     -1.0540e+00               0
      3.3315e-01     -1.2344e+00               1
      2.5101e+00     -5.5883e-01               0
      1.7780e+00      9.8354e-01               1
      1.0360e+00     -1.0014e+00               1
      4.0149e-01      6.6419e-01               1
      4.3077e-01      9.4740e-01               1
      3.8196e-01      1.6191e+00               1
     -9.2618e-01     -6.9324e-01               1
      3.2827e-01     -1.6213e+00               0
      4.0637e-01      1.3678e+00               1
      2.5394e+00     -1.4309e+00               1
      3.7220e-01      1.3927e+00               1
     -1.4177e+00     -7.7887e-01               0
     -1.3255e+00      1.4305e-01               0
     -1.0726e+00     -1.0200e+00               0
      4.6006e-01      3.0448e-01               1
      2.7458e-01      9.0809e-01               1
      4.7470e-01      9.5091e-01               1
      3.1851e-01      9.2985e-01               1
      3.2827e-01      1.6433e+00               1
     -1.1268e+00     -1.1509e+00               0
      3.6244e-01      1.0485e+00               1
      1.3791e-01      1.0025e+00               1
     -1.7574e+00     -1.0150e+00               0
     -1.2127e+00     -6.7163e-02               0
      4.2101e-01      5.9435e-01               1
      3.2827e-01      1.6584e+00               1
      2.5993e-01      8.4387e-01               1
     -1.5212e+00      8.2738e-01               0
      1.3924e+00     -1.4419e+00               0
     -1.1087e+00      1.0688e+00               0
      1.2947e+00      9.1652e-01               1
     -1.0931e+00     -8.3306e-02               0
      3.6732e-01      3.4308e-01               1
     -1.3543e+00     -1.2526e+00               0
     -1.2137e+00     -1.5967e+00               0
     -1.2264e+00     -1.5066e+00               0
     -1.7350e+00     -1.3641e+00               0
      2.2089e-01      1.6012e+00               1
     -3.3557e-01     -6.6341e-01               0
      3.8196e-01      8.2843e-01               1
      7.7245e-01      1.5112e-01               0
      3.7708e-01      1.3001e+00               1
     -1.3094e+00     -1.5550e+00               0
     -1.3318e+00     -6.5042e-01               0
     -1.0721e+00     -1.4683e+00               0
     -1.0111e+00     -1.5783e+00               0
      4.1125e-01      3.3992e-01               1
      2.0136e-01      7.9088e-01               1
     -3.7462e-01      1.4096e+00               1
      1.7780e+00     -1.5063e+00               0
      9.8234e-01     -1.6242e+00               0
      3.1363e-01     -7.3480e-02               1
     -1.0331e+00     -3.7774e-01               0
     -1.5983e+00      4.5573e-01               0
      3.1363e-01      1.4896e+00               1
     -1.2039e+00     -1.3214e+00               0
     -1.2542e+00     -7.2201e-01               0
      5.3816e-01     -5.4023e-01               1
     -1.2732e+00     -1.0431e+00               0
      3.8196e-01      5.3910e-02               1
      8.6032e-01     -1.2930e+00               0
      6.1626e-01      1.1798e-02               1
      7.5781e-01      1.6100e+00               1
     -1.3089e+00      1.0260e+00               0
     -1.8751e+00      9.6951e-01               0
     -7.7487e-01      8.3229e-01               1
      3.6732e-01      2.4166e-01               1
      1.7207e-01      1.1076e-01               1
      3.5268e-01      6.7191e-01               1
      4.5518e-01      1.4731e+00               1
      4.8447e-01      1.7458e+00               1
     -1.8922e+00     -4.3600e-01               1
      1.3338e+00     -1.6021e+00               0
     -2.0132e+00      5.1996e-01               0
     -1.2845e+00     -9.8943e-01               0
      4.0149e-01     -7.7711e-01               0
      2.1001e+00     -9.9329e-01               0
      2.0904e+00     -1.5335e+00               0
      4.1613e-01      1.6766e+00               1
      1.2606e+00     -5.6971e-01               0
      2.9410e-01      1.3057e+00               1
      2.0806e+00     -1.2880e+00               0
      2.1600e-01     -3.1387e-01               1
      2.6970e-01      1.1569e+00               1
     -1.2337e+00     -1.2537e+00               0
     -1.5139e+00     -1.3810e+00               0
      3.1363e-01      1.2906e+00               1
      1.6315e+00      6.2664e-01               0
      9.3975e-02      9.0037e-01               1
      1.7975e+00      3.8449e-01               1
      1.0946e+00      1.1603e-01               0
     -1.0755e+00     -1.4167e+00               0
     -5.2459e-02      1.1692e+00               1
     -1.3884e+00     -1.5903e+00               0
      3.3315e-01      1.7314e+00               1
     -1.4260e+00     -1.0193e+00               0
     -1.4563e+00      6.1822e-01               0
     -1.2244e+00     -1.2918e+00               0
      4.4542e-01     -4.2337e-01               1
      3.2827e-01      1.2113e+00               1
      3.5756e-01      5.2978e-01               1
     -1.6130e+00      1.1813e-01               1
      2.6482e-01      1.2552e+00               1
     -1.4343e+00      5.3910e-02               0
      6.0161e-01      7.5333e-01               0
      3.6732e-01     -1.6038e+00               1
      5.0399e-01     -4.3300e-02               1
      3.3803e-01      1.5724e+00               1
      4.1613e-01     -6.5569e-01               1
      1.9648e-01     -1.0610e+00               0
     -1.1302e+00     -1.4981e+00               0
     -1.0370e+00     -1.0165e+00               0
      1.6852e+00     -1.5234e+00               0
      7.0412e-01     -8.0413e-01               0
      4.1613e-01      3.7432e-01               1
      1.6218e+00     -1.1700e-01               0
     -7.6865e-02      8.0983e-01               0
     -1.6901e+00     -2.2398e-03               0
      2.5993e-01      7.2841e-01               1
      1.3533e+00     -1.5034e+00               0
      3.1851e-01      8.8247e-01               1
      7.4317e-01      5.5049e-01               0
      1.2362e+00     -6.8727e-01               0
      3.4779e-01      3.4765e-01               1
     -8.2856e-01      3.6695e-01               1
     -1.1883e+00     -1.3537e+00               0
      3.6244e-01     -1.8122e-01               1
      2.4041e-01      1.3292e+00               1
      4.0637e-01     -6.9148e-01               1
     -9.6390e-02      1.3106e+00               1
      3.0875e-01      7.0244e-01               1
      3.3803e-01      4.2345e-01               1
      9.3975e-02     -3.7388e-01               1
     -2.1842e-01      2.6728e-01               0
     -1.5432e+00      1.5182e-01               0
     -1.5202e+00      1.6761e-01               0
     -1.6257e+00     -4.2687e-01               0
      5.0399e-01      1.7440e+00               1
      3.6732e-01      1.5552e+00               1
     -1.0897e+00     -1.5692e+00               0
     -1.2884e+00     -2.9001e-01               0
      3.1363e-01      4.6907e-01               1
      1.5144e+00     -1.0779e+00               0
      1.6364e+00     -1.3762e+00               0
      3.3315e-01     -6.4761e-01               1
      1.2814e-01     -1.5544e+00               0
     -1.3489e+00      1.7395e+00               0
      2.3553e-01      1.6356e+00               1
      2.5150e+00     -1.6056e+00               0
     -6.7725e-01      1.3299e+00               0
     -1.3045e+00     -1.1203e+00               0
      4.5518e-01     -8.0133e-01               1
     -1.2503e+00     -5.3988e-01               0
      4.1125e-01      1.0499e+00               1
      3.7708e-01      4.7363e-01               1
      4.5518e-01      9.5407e-01               1
     -1.4753e+00      2.1429e-01               0
      2.9410e-01      7.9529e-02               1
     -1.0433e+00     -1.4372e+00               0
      3.2827e-01      3.2519e-01               1
      1.5583e+00     -1.1867e+00               1
     -1.3557e+00      1.3612e+00               0
     -7.9927e-01     -1.4676e+00               0
      3.8684e-01      1.6735e+00               1
      6.9924e-01      3.4765e-01               0
      1.5339e+00      1.4921e+00               0
      2.9410e-01      1.3612e+00               1
     -1.3870e+00      1.2106e+00               0
      5.5280e-01     -3.3879e-01               0
     -1.3704e+00      7.3403e-01               0
     -1.4045e+00     -1.1614e+00               0
      3.3803e-01      4.0766e-01               1
     -1.3303e+00      2.3675e-01               0
      1.3143e+00      1.2340e-01               0
      3.3803e-01      8.1369e-01               1
     -1.3499e+00      1.0400e+00               0
      3.9173e-01      7.2736e-01               1
     -1.2576e+00     -1.4708e+00               0
      2.8922e-01      6.2910e-01               1
     -1.2542e+00      9.7076e-02               0
     -9.4229e-01     -1.4691e+00               0
      3.1851e-01      9.2213e-01               1
      2.6970e-01      5.6803e-01               1
      3.2827e-01     -3.2510e-01               1
     -1.0570e+00     -1.6171e+00               0
      2.6970e-01     -1.4540e+00               1
     -1.0018e+00     -9.1889e-01               0
     -1.3040e+00     -1.5219e+00               0
      5.9807e-02     -8.2624e-01               1
      2.8922e-01     -5.7497e-01               1
      1.4279e-01     -9.5925e-01               1
     -1.1097e+00     -7.0673e-02               0
      4.4542e-01      8.8809e-01               1
     -1.2630e+00     -1.2456e+00               0
     -1.2332e+00     -5.0619e-01               0
      4.6006e-01      8.5686e-01               1
      1.3791e-01      3.6203e-01               1
      4.1613e-01      1.0106e+00               1
     -1.6564e+00     -4.3455e-03               0
