        f_mass4l     f_D_bkg_kin          f_pt4l         target
      2.2503e+00     -1.4849e+00     -3.3674e-01               0
     -1.3240e+00      1.1136e+00     -6.9276e-01               0
      1.4572e-01     -1.4599e+00     -4.9410e-01               0
      2.1473e-01      8.7057e-01     -4.6573e-01               1
      3.6752e-01      1.5979e-01      1.9571e-01               1
      3.1823e-01      1.5835e+00      1.8831e-01               1
      4.5131e-01     -7.5588e-01     -3.5180e-01               0
      3.9709e-01      1.2744e+00      2.7629e+00               1
      3.7738e-01     -7.3998e-01     -6.7131e-01               0
     -1.1550e-01     -1.5471e+00      1.7439e-01               1
     -1.3467e+00      1.0433e-01     -5.8628e-01               0
      3.6752e-01     -8.9366e-01     -4.8022e-01               0
      3.1823e-01     -1.0569e+00     -1.1936e-01               1
     -5.9852e-01      1.6333e-01      1.5148e+00               1
      4.2173e-01     -8.3289e-01      7.5166e-02               1
     -5.3938e-01      5.7524e-01     -4.6094e-01               0
      1.4272e+00      7.2891e-01     -4.7979e-01               0
      4.0202e-01     -1.2953e-01      1.5474e+00               1
      3.8230e-01     -1.2006e+00     -3.7647e-01               1
      1.0575e+00      8.7799e-01     -3.9323e-01               1
      2.1222e+00     -6.8841e-01     -6.5034e-01               0
     -1.0564e-01      1.1147e+00     -6.1230e-01               0
     -1.3492e+00      1.0221e-01     -4.8953e-01               0
      1.2601e-01      1.2440e+00     -5.5747e-01               0
      3.3302e-01      8.8081e-01      1.1607e-01               1
     -1.0387e+00     -8.3784e-01      3.6370e-01               0
      4.2173e-01      1.3175e+00     -3.6372e-01               1
      3.3794e-01      9.2285e-01      1.7937e+00               1
      2.7387e-01      7.3774e-01      2.6425e-02               1
     -1.5591e+00     -5.2696e-01      9.0550e-01               1
      1.1615e-01     -8.1276e-01     -6.3088e-01               0
     -1.7785e+00      7.1475e-02      1.2154e+00               1
      3.0344e-01      8.2041e-01     -7.0142e-01               0
      2.0980e-01      9.5783e-01     -7.1126e-01               0
      3.1330e-01      8.1758e-01      1.8092e-01               1
      7.3718e-01      9.2533e-01      1.7656e-01               1
     -1.4625e+00     -1.1840e+00      2.2911e+00               1
      1.5899e+00     -5.9479e-01     -5.5990e-01               0
      1.9891e+00     -9.1980e-01     -5.7535e-01               0
      4.5131e-01      1.1716e+00      5.8651e-01               1
      3.4780e-01      6.0421e-01      4.8620e-02               0
      5.4002e-01     -6.2517e-01      6.0435e-01               1
     -7.6072e-02      5.0988e-01     -5.5120e-01               0
      5.4002e-01     -7.9509e-01      1.6873e-01               1
      3.2809e-01      1.1652e+00     -6.4699e-01               1
     -3.7673e-01     -5.6759e-01     -6.4350e-01               0
     -1.2876e+00     -1.2070e+00     -6.7958e-01               0
      3.7738e-01     -7.0360e-01      2.0709e+00               1
      2.0980e-01      1.3093e+00     -5.2339e-01               0
      3.0344e-01      8.2570e-01     -5.9568e-01               1
     -1.3516e+00      1.7852e-01     -7.1146e-01               0
      1.0674e+00     -8.3961e-01     -7.2527e-01               0
      4.4145e-01     -4.1498e-01      8.2999e-02               1
      1.0970e+00     -6.0963e-01     -5.4885e-01               0
     -1.3891e+00      1.1419e-02     -7.0954e-01               0
     -1.3038e+00     -1.3329e+00     -7.2498e-01               0
      3.4780e-01     -2.5389e-01     -3.4575e-01               1
      2.2503e+00     -1.3265e+00     -4.6194e-01               0
      2.8373e-01      9.3486e-01      1.8701e-01               1
     -1.3122e+00     -9.3358e-01     -7.0485e-01               0
     -1.2343e+00     -1.4734e+00     -7.1406e-01               0
     -1.5922e+00     -1.5424e+00     -6.8898e-01               0
     -1.2191e+00      4.5124e-01     -7.2254e-01               0
      3.2809e-01      1.7272e+00     -4.4723e-01               1
     -1.2329e+00      8.9989e-01     -7.0372e-01               0
      4.4145e-01      6.6320e-01      1.8744e-01               1
      4.4145e-01      1.3210e+00     -1.7637e-01               1
      3.0344e-01      1.1578e+00     -1.6419e-01               1
     -3.6194e-01      1.3842e+00     -6.2396e-01               0
      3.8723e-01      1.0108e+00     -1.5070e-01               1
      1.4913e+00     -1.1466e+00     -7.2319e-01               0
     -1.0717e+00      1.2941e+00      1.8081e+00               1
     -1.1890e+00     -4.9764e-01     -6.1204e-01               0
     -9.7261e-01      2.8273e-01     -7.3045e-01               0
      1.3385e+00     -1.3027e+00     -6.0773e-01               0
      4.2219e-02      8.7092e-01     -2.6080e-01               1
      4.0202e-01      5.5086e-01      3.1733e+00               1
     -1.4118e+00      6.1763e-01     -5.4115e-01               0
     -1.3418e+00     -1.5568e-01     -6.8041e-01               0
      2.1419e+00     -1.4886e+00     -6.7919e-01               0
      2.8866e-01      1.1747e-03      8.5175e-02               0
      2.2503e+00     -1.6392e+00     -7.2318e-01               0
      5.7945e-01     -1.5859e+00     -2.3186e-02               1
      2.1965e-01      1.0313e+00     -9.9186e-04               1
     -1.7706e+00     -1.1706e+00     -5.9198e-01               0
      5.8931e-01      7.0062e-02      1.2391e-01               1
      4.7102e-01      7.5894e-01      1.5322e+00               1
      4.3159e-01     -9.0701e-03      1.4262e-01               1
     -7.9074e-01      9.9030e-02     -6.8298e-01               0
     -1.1846e+00     -8.0675e-01     -7.0634e-01               0
      5.4988e-01      4.2510e-01      1.4773e+00               1
      3.3794e-01      1.9335e-01      1.3094e+00               1
     -1.3901e+00     -1.3396e+00     -7.2881e-01               0
      1.1561e+00     -5.0188e-01     -6.9842e-01               0
     -1.0396e+00      1.2782e+00     -6.4951e-01               0
      3.7738e-01      9.5853e-01     -3.8639e-01               1
     -1.6410e+00      7.6600e-01      9.7688e-01               1
     -1.3383e+00     -6.3612e-01     -6.8889e-01               0
      4.6609e-01      1.0642e+00     -1.0131e-02               1
      8.0618e-01     -4.2204e-01     -6.8824e-01               0
     -1.2979e+00     -1.6457e+00     -3.9288e-02               0
     -1.9308e+00     -4.0155e-01     -5.9642e-01               0
     -1.2876e+00     -2.1644e-01     -7.0492e-01               0
      2.8373e-01      6.0738e-01     -2.9648e-01               1
      3.8723e-01      5.1094e-01      3.4984e+00               1
     -1.3990e+00      1.4969e+00     -3.5027e-01               0
      7.7168e-01     -3.0264e-01     -4.5415e-01               0
     -1.3043e+00      2.0501e-01     -7.0845e-01               0
      1.2202e+00     -1.4295e+00     -7.2611e-01               0
      8.1649e-02      1.7605e+00     -4.9993e-01               1
      4.7595e-01     -4.6938e-01     -6.6317e-01               0
      3.7738e-01     -2.7367e-01     -6.5987e-01               1
      1.5356e+00     -7.9227e-01     -4.5341e-01               0
      2.7387e-01      1.3736e+00      1.7286e-02               1
      4.3159e-01     -7.7354e-01      1.9136e-01               1
      1.3094e-01      1.8947e-01      1.7308e-01               1
     -1.2984e+00     -1.5938e+00     -7.1218e-01               0
      1.9008e-01      1.9547e-01     -5.8863e-01               1
     -1.3640e+00      1.8138e+00     -6.1996e-01               0
      3.2316e-01      1.1345e+00      2.6754e+00               1
     -1.1998e+00     -1.3112e+00     -6.4194e-01               0
      1.3587e-01      4.8515e-01     -6.2170e-01               0
      4.0202e-01     -1.1236e+00      2.1092e+00               1
      3.4780e-01      1.7050e+00     -1.3416e-01               1
      3.1823e-01     -1.4016e-02     -6.2375e-01               0
     -1.0539e+00     -1.0388e+00      1.0674e+00               1
      3.6752e-01      4.5936e-01      2.0910e+00               1
      4.0202e-01     -1.1968e+00     -6.3210e-01               0
      4.4145e-01     -5.9444e-01      9.3444e-02               1
     -1.3669e+00      1.0988e+00     -7.0794e-01               0
      1.0575e+00      1.0525e+00     -6.7066e-01               0
     -1.8440e+00      1.2012e+00      1.2097e+00               1
      2.3242e+00     -1.6110e+00     -2.7690e-01               0
      3.9709e-01     -1.0483e-02      3.0277e-01               1
     -1.5182e+00      4.7244e-01     -7.0035e-01               0
     -1.1550e-01     -8.4773e-01     -3.1981e-01               1
      2.1517e+00     -1.6663e+00     -6.2201e-01               0
     -1.5034e+00      1.0917e+00     -6.7214e-01               0
      4.9567e-01     -9.2686e-01     -3.9701e-01               0
      3.9709e-01      9.7970e-02     -8.3678e-02               1
      4.3652e-01      1.3425e+00      4.8184e-02               1
     -1.4758e+00     -1.3833e+00     -7.2487e-01               0
      3.6752e-01     -5.8984e-01     -5.2470e-01               0
      2.6894e-01      1.6827e-01     -7.2440e-01               0
      2.8866e-01      8.0098e-01     -4.3427e-01               1
      4.1188e-01     -2.7791e-01      2.6184e+00               1
     -1.3255e+00     -7.2515e-01     -6.2431e-01               0
     -1.3645e+00      1.7251e+00     -6.7162e-01               0
      3.9709e-01      1.4626e+00     -2.8430e-01               1
      4.6116e-01      4.5301e-01      2.2792e-01               1
      4.6116e-01      1.2415e+00     -7.1799e-01               0
      4.4638e-01      3.0817e-01      1.5829e-01               1
      4.1681e-01      5.1801e-01     -1.9204e-01               1
      7.5196e-01      4.6325e-01     -6.1008e-01               0
      3.9709e-01      2.0112e-01     -5.9946e-01               0
      4.0695e-01      1.2987e+00     -4.6133e-01               0
      1.8022e-01     -6.4955e-01      1.8005e-01               1
      7.5689e-01      7.6777e-01      5.2080e-01               1
      2.8866e-01      1.1207e+00     -1.0718e-01               1
     -1.3009e+00      5.5934e-01     -7.0966e-01               0
     -7.6610e-01     -6.1563e-01     -7.0367e-01               0
      2.4923e-01     -7.9721e-01      2.0920e-01               1
      4.4145e-01      3.0393e-01     -1.9160e-01               1
      5.1045e-01      1.7180e-01      2.8573e+00               1
      3.5766e-01     -6.0715e-01      2.7102e+00               1
      3.5766e-01      8.2747e-01      2.4548e+00               1
      1.5948e+00      9.7973e-01     -7.0022e-01               0
     -1.1116e+00     -4.3582e-01     -7.1556e-01               0
     -1.3871e+00      3.9189e-01     -6.3397e-01               0
      8.3082e-01     -1.1448e+00     -7.2954e-01               0
     -8.1539e-01      1.1928e+00      1.2754e+00               1
     -1.2343e+00     -1.3486e+00     -6.2214e-01               0
      3.6752e-01      1.6566e+00     -1.0239e-01               1
      4.3159e-01     -1.1847e+00      8.2412e-01               1
      3.2809e-01     -7.7637e-01     -7.2115e-01               0
     -1.5281e+00     -6.6653e-02     -6.4463e-01               0
      5.0059e-01     -1.4389e+00     -4.2016e-01               1
      1.9501e-01      2.4246e-01      2.8360e+00               1
      1.9501e-01     -8.2830e-01     -2.8212e-01               1
      3.8230e-01     -1.2006e+00     -3.7647e-01               1
      2.5460e+00     -1.1975e+00     -3.9662e-01               0
      4.3652e-01      1.0182e+00     -4.0159e-02               1
      3.3794e-01      2.3115e-01     -4.7878e-01               1
     -1.3339e+00     -1.3386e+00     -6.6261e-01               0
      1.1122e-01      1.3429e+00      1.3261e-01               1
      1.9497e+00      6.7168e-01     -7.1653e-01               0
      4.5131e-01     -2.5883e-01      1.0504e+00               1
     -1.6311e+00      8.9845e-02     -5.0215e-01               0
     -1.2767e+00      6.3847e-01      1.4504e+00               1
      1.5997e+00      6.4412e-01     -5.9045e-01               0
      1.0280e+00      6.7698e-01     -7.1519e-01               0
      3.4287e-01     -1.6182e+00     -3.6564e-01               1
      2.9851e-01      1.5344e+00     -3.6894e-01               1
     -1.4753e+00      2.8838e-01     -7.0455e-01               0
      2.1473e-01      2.1420e-01     -6.8855e-01               0
      4.8088e-01      1.2199e-01      1.7284e+00               1
     -1.4689e+00      7.2535e-02     -6.3045e-01               0
      4.2666e-01      3.2795e-01      2.8834e+00               1
     -1.3112e+00     -3.6340e-01     -5.5094e-01               0
     -1.3349e+00     -1.1046e+00     -6.6491e-01               0
     -1.1949e+00     -1.4659e+00     -6.3928e-01               0
      3.1823e-01     -3.4178e-03     -4.7069e-01               1
      3.2316e-01      7.3562e-01      2.5488e+00               1
     -7.7103e-01     -4.7291e-01     -3.8431e-01               0
